5c209d9b10677f0001da5e38,0.69
5b9dd322f074140001050095,0.7
641361951f32a46c07479b33,0.67
62959d1553cc14e98f4b8d78,0.65
5e9fc65dee2ccf178f0e413f,0.67
64135e3d9cd5e3f16290d29c,0.61
632b9d9bc38454f47019295c,0.65
62869a1b7fff9c9a48fe6087,0.67
6506f9e821e92759b20c2be6,0.65
6400eea126c44543bb49dc75,0.64
6402682f1a17d6c87f4f3a89,0.6
59f22a9fd6380600018b2929,0.58
5e8601d90126b207e8c7a2aa,0.64
5f084a7987a3fe028ff65b8a,0.42
5f1091aa4bd173363a9700ec,0.58
6594720fa43b97e09c261749,0.64
63ade94905e590dbf726b7fb,0.3
5ae11f9709eae20001132c22,0.6
5c10724111fe9a00013cd815,0.56
63a9a8f2f098b7e45bd03721,0.63
634282de38138fa9316eb482,0.63
63a49d5bb18f18863fe82dae,0.48
63d3f95bba922834f0e8ac39,0.6
5ea340a26c3ed82b0dbd4d9f,0.6
5df416a57bf5722f9a501255,0.65
5ec34daa8236521a70e0a4d7,0.59
5d0e6b201b7ef6001a6346fc,0.66
5ddeed7ba4aa26f9afcd1ef6,0.57
63b6dab91b4487aede17f891,0.62
5f52c941fc18905c7e8f78fd,0.65
600dd1ea271cf06201979123,0.62
55ea70c37480920010aa9982,0.62
63d3fa0d6c990bc96e11becf,0.63
5ddd730ffce606ce31a105d4,0.66
611bed11fa6a3b35c9226c29,0.54
5e6982499d7ba9245e58262a,0.61
632f09dfbcfe2edefdae1447,0.72
631b485e2d1909111a6fb09a,0.64
5c7afb18de6f7900150c33d2,0.65
5c2eb9c30091e40001cba678,0.66
5608a73fd7def20012b7389d,0.59
627286792f25495f123cc27b,0.62
609122350e5b8e743ab41f79,0.7
5cb183d0bde8cf00179e42d5,0.64
5bc0cded8b8bfe000105ea82,0.55
605ff0746397c26c436b88af,0.71
60fcb7afde5ab78707e377d6,0.65
5c92aa671ce0cd00128c6c86,0.62
5f4849042648171ef6c2cdf8,0.6
5f121091e95fdc03b5e897d0,0.64
650fab251b0fd30bfabbedb3,0.67
651090beae417ded35c4ef2f,0.62
5fc8a956800c80232e0b7a32,0.66
61003bb158741c6a1d79903b,0.54
62749fbd70a9fa9d1450f775,0.66
5d2df745da13f60018d14b64,0.62
643d681fb11898ee6b771ccf,0.69
63e52483a88355a3a0ac62c5,0.56
63d7e70fd618cbdb3e2f3aa7,0.69
5f4ad685a1429a13599bfb44,0.56
60ff7c8f4f066ccf6fe05587,0.66
644a9d92849b27eb99202a91,0.62
5e80a85916cd8c000ad9cd65,0.63
63fba9e68d9ff349947fece5,0.7
5d16badb7b0154001a282fdb,0.62
64d415333022f743dc10a219,0.74
59d9d9cd8fd07a0001842484,0.66
5c39849b19ceb400010c62a1,0.65
63df06a8c5ac5f3c6bf77e6f,0.67
631a9f635762d2b83a53202b,0.65
641397a5ea8f5954ad10fceb,0.62
63b9d3abc3ddc61c8c08fd84,0.6
63eb82da9758a485a67914a2,0.65
6405feae7d6321bfaaf793e8,0.67
611994820071da2beee434ea,0.6
5c2dea19d396500001e2b39d,0.64
6296295f57c07906c9052955,0.62
612bb0cdecc9e45781bbf511,0.62
63fd36ced691b83466652931,0.61
62d44d484a28cd313e2c3ba4,0.67
607f7f18d84d010ea2cd8664,0.63
56f59251736c79000c2241f7,0.64
63ff85248ee53feba08a05fe,0.67
607c9f94cc974d4ea1dc22c8,0.59
6298f0e21abd78cb684b723c,0.68
60d099f849987e86824eedcd,0.62
6521ab1c4a2ffd6c21a3b662,0.59
62bd42b72c2ccddf753b655b,0.59
5cbde499f015c800186299f2,0.62
5fcbe82a12a0c80009d6e9cf,0.58
62865e3456c142785cfad2a7,0.62
60bae671bf92bf34f7a774ce,0.65
637b04a69794763b20491590,0.62
6036f9b3b1842f8b659b18c7,0.41
5d4bed118cbe900016c1f6d0,0.65
568e7f66e3ef9e000ba1a089,0.63
59b941556495ef00019fbc80,0.6
559c3ae1fdf99b32b55f2d33,0.62
5ef319f3058d7f0178266918,0.51
5c720c7278263500015665f9,0.62
574eab79c18847000e071119,0.62
559e82dffdf99b7a9a124180,0.67
646619d0918746fb726da63e,0.62
5dc474fd45b8f933f16d6241,0.62
5eb342dff78ab11407daf144,0.67
5ddd54259be183036763f081,0.64
642700bf265ab07308a02420,0.66
59d8ae913e5ea00001e1d05f,0.64
55fc2b4377f33b000ecb21ed,0.59
62bdfe451d380bec13a4a864,0.68
62162ab583fc823e78c025e2,0.61
63d7edbef6596097994e730e,0.63
5eaca76bcf6b3914ba0fbfe0,0.67
5bc32eb1518d030001358396,0.56
5f1b84872171f838a8a3cfa9,0.71
612e1df9913c996adb2a42a6,0.58
59d0ec2446447f00011f0254,0.66
5dcea7314d51e4107516c80d,0.63
5f4a5b3dccae1c5e215cfe3e,0.62
609ac8ca9e4928ec75d40a10,0.64
6505afbedfdaf655c3cb53fb,0.61
5dec01e809c107301c5e307f,0.7
6102c81e911700cf7ba5f6bd,0.56
640e4ddaf9f67c6c8ea4936b,0.62
5c3a865019ceb400010c914a,0.6
5f0d2ad60ad0d6730c380b05,0.66
628f9ef985fa6d3dc816672c,0.64
57210674951c9b0011d3eaaa,0.61
607ec28e6a0bde56a9d69ddc,0.6
5b22f24c38fc0c0001313ea8,0.64
5e38e79295ff561112eae457,0.6
6413599d52dc6500b2430165,0.69
60cb3c4b9454f7a196355088,0.66
5e0d256753e8464d64940925,0.6
611341c34be95409850e4341,0.66
62c2e95abeb001900b8ab0cb,0.57
5a4c1ecaefd8df0001d34305,0.51
5e1f8fbfb202032c463f3e06,0.6
64360d6189dec3ac8afc9a78,0.67
56849d528f456f000c45e1dd,0.69
6111a1893c0daa13e23ab15a,0.62
63d96d5957cdd8a417721253,0.67
5d4254db5b2c430001418a3c,0.58
60ff6ef6dc8f29d5774ef2fc,0.64
63d1675c8eef7f9792f55d42,0.65
55c2910dfdf99b5e72c6efcf,0.64
5ec9cf3ed4642d4ebb802b42,0.65
63eaa9f8f0637c961dcfc277,0.65
5e8b9c7054a5cc07dd6e174d,0.66
63d83a19b8acced30d2e0d32,0.67
5c44cf2da5487b00011d0b80,0.65
6554ea27378d1f1b846788b3,0.66
63d73ed8b1c15ff155c74597,0.32
63174b4e900ff6c7b0444f29,0.65
648786bd2c580f666fb051cd,0.64
615212aaa4b41922e0765736,0.59
60fcd9699c3def3068403b90,0.64
594d4f0aa186be000114ce1d,0.67
628eb50c442d584fa8275bcc,0.6
641c0a284d38c6abbc523a9d,0.57
633c7424294f7a26710ca395,0.65
5a188836087f2e0001eaf744,0.68
644e757b60476ac7d5a7717a,0.62
5ec195df3f2aec276ff0bf33,0.62
632beb3e071d0d5eec133b60,0.59
5e8b89d0afcb1606e761ef7f,0.67
6400ed09421b2727c2f7c553,0.67
6155db00c1ddd261574dce05,0.58
6155b9c45f96867d9d9631fd,0.62
5654175604212700054a12b1,0.68
6320a1395b4e05325c746101,0.64
61705dad05413013eb3d7d00,0.65
63e688adbc8788de6d596c93,0.6
5bac1d9dc1155b0001175e55,0.66
615880a66bc32302998866d9,0.58
5b774f493c1375000197ad11,0.6
5d8d12f6d88e3a00142c9751,0.65
5ac8328afa3b4e0001738e4e,0.63
64876e8c1a6f7c303a92351b,0.6
60a9b8f7b9748b9999090dd8,0.61
5fc5ab0e7bad151445fc8594,0.49
5834a80a106ee1000120abd3,0.68
62b35a7d9d9cd966ebcf3ef8,0.67
64135dd9d2ef675b8e1799ef,0.63
63d86d675509ff61463bddcd,0.59
6485009845ccd180b889dcb9,0.6
628de7e8ff1744a9717d7883,0.6
62a73647a057bfcf74a8d20a,0.67
5ec12ad1759b78000a4f9965,0.58
5ed68cac121a540dfb82f4ea,0.61
62a9513ae9305607fd5af01a,0.49
55ced0d234e9060012e5677c,0.74
5c7f489defd9e20015751167,0.66
60feb2be3bb57f04327c03f4,0.6
651c2cc23704dc10500ae77c,0.62
63daca8ae542ff8f19d3099a,0.58
5953462b2d8f240001481c53,0.67
60e9fd8a2f52070be49cf317,0.6
633e327052bcc8b44d6e0d2c,0.63
62854bc2a3bb1ddef989b6b7,0.69
60b54dde7e4ce8de0f1f24be,0.56
